IRIS,total_population,elderly_55_plus,pct_elderly_55,elderly_55_plus_alone,pct_elderly_55_alone,elderly_80_plus_alone
330630101,2732.11400855683,466.87272209957894,17.09,209.50946215194642,44.88,32.2140251895904
330630103,4144.77989338224,968.3968052377089,23.36,288.0697498922583,29.75,29.5797542209963
330630201,1937.52284035717,376.8259528810483,19.45,117.49995827169599,31.18,15.956573090089
330630202,4971.69174891915,1087.8715583864991,21.88,393.158822708928,36.14,135.486374245256
330630203,2307.3033366661,927.796349792407,40.21,384.3112086324153,41.42,69.3457749637103
330630204,1303.65210753021,395.6445582230598,30.35,196.62953660850908,49.7,10.9724011657701
330630301,6736.11109616976,1475.893089215007,21.91,702.56899387413,47.6,153.397472927856
330630302,3300.60749680845,829.707336341397,25.14,351.5422098218666,42.37,50.2830470832696
330630303,3478.50305115027,909.554305775075,26.15,613.989138424453,67.5,154.462730799154
330630305,2583.84941637041,975.517658527411,37.75,491.621572331336,50.4,141.249082448841
330630306,2259.31015948339,862.6770219690931,38.18,389.026783697558,45.1,145.367673474461
330630307,2918.9782444497,907.3234361212469,31.08,367.6307881727205,40.52,80.6215410595375
330630308,2089.283095705,712.8578486690429,34.12,264.63867594745693,37.12,72.4275727128829
330630309,1880.51928176061,508.0396366040157,27.02,236.6603499784791,46.58,19.4274857457581
330630310,1997.34614906783,612.2260105007231,30.65,237.3319241789143,38.77,59.9496074470483
330630311,1895.04243015055,377.2895165908758,19.91,214.19718311361322,56.77,42.9662802989222
330630312,3029.87161273178,778.543622089023,25.7,283.7472747845423,36.45,65.0004702401513
330630313,3270.92868146745,878.6453473556351,26.86,447.07809838069403,50.88,106.465869379512
330630401,5039.40136704938,1104.43737262181,21.92,376.461588925437,34.09,42.933117265972
330630402,2276.29564778342,575.8983193649375,25.3,207.14586529251972,35.97,47.7605805659867
330630403,3408.24388092279,789.008965503293,23.15,229.2745887824112,29.06,54.4048532329102
330630404,2197.80252818256,687.4708492458152,31.28,236.1416791088373,34.35,33.1163170249023
330630405,3403.65674663554,683.867465345975,20.09,255.0014399860362,37.29,58.1839145815842
330630501,2703.75175772039,377.7010389343282,13.97,172.5299791642779,45.68,19.1328766121339
330630502,4003.41140730266,562.1456866914505,14.04,343.91380757577053,61.18,49.4957193628205
330630503,2030.10261724158,630.33160120478,31.05,292.240466045789,46.36,139.396132256963
330630504,2046.84886028376,324.548017922572,15.86,150.2487127427434,46.29,33.4633982796494
330630505,2403.17769434062,362.78452162131464,15.1,189.1127085229034,52.13,21.6410518675514
330630506,2651.12996411763,664.89709147233,25.08,309.6646197757678,46.57,72.9266350359448
330630507,2092.2199831895,563.264146138796,26.92,194.4739095495714,34.53,48.1650322279914
330630508,2168.8154972894,356.5445325411303,16.44,191.15564875226428,53.61,21.2110152403443
330630601,2669.25421546656,707.7365147377391,26.51,204.899796674368,28.95,39.78431727363
330630602,1691.95756275934,529.190704670939,31.28,224.6977515788902,42.46,95.5392930561662
330630603,2049.61520760706,710.2414145314181,34.65,270.9115551098479,38.14,53.0241458185649
330630604,2265.397560309,711.876440819409,31.42,315.2484914198526,44.28,83.6766223199656
330630605,2310.50344898722,772.423994053115,33.43,343.37829908485196,44.45,170.683096978551
330630606,2213.18454272473,1050.965183754347,47.49,221.32303461754222,21.06,82.2125377299462
330630607,2068.15729025716,618.8601811412043,29.92,256.46883999086623,41.44,39.3729974748462
330630608,2512.21173680535,1077.566725431406,42.89,331.36749562437547,30.75,93.4614489511645
330630609,2709.67425054209,918.4713088610431,33.9,281.5761097989983,30.66,70.2619797757723
330630701,2324.0120168023,1009.752031293374,43.45,409.78669112716796,40.58,114.442764239316
330630702,2887.08070339517,1332.128358458796,46.14,421.46422166377306,31.64,156.202384345902
330630703,2120.70157076051,1091.855605853792,51.49,311.526821614214,28.53,115.48520443425
330630704,2573.21089293795,1242.528012992086,48.29,546.223669745444,43.96,171.852019061283
330630705,3404.88413511337,1280.4841130995928,37.61,368.8348417493296,28.8,90.7660735094396
330630706,2194.69592769895,1061.689276461126,48.38,446.852715402206,42.09,119.196527362535
330630801,2284.78195160343,938.809882177952,41.09,450.531670729938,47.99,133.570023353351
330630802,2300.76921383529,902.8460078402629,39.24,454.352391543983,50.32,185.671907766676
330630803,2364.14272546609,1192.529675514394,50.44,539.559931148243,45.24,150.133642270377
330630804,2191.6909027654,996.8953101775151,45.49,335.498168845849,33.65,123.255902634074
330630805,2538.73408591368,926.977928354264,36.51,322.4577093410984,34.79,83.1906957574714
330630806,2039.04781278346,863.61054874859,42.35,252.1631834605612,29.2,89.2747202551032
330630807,1904.71626005325,494.04953481417573,25.94,184.6546124348784,37.38,40.9509951238214
330630808,2484.02415115857,944.927383984152,38.04,379.38848925489197,40.15,100.110642573675
330630809,2861.45404330102,1240.269591905425,43.34,326.8841306913431,26.36,83.0452333900111
330630901,1967.52487246272,608.170094260326,30.91,165.7675317472328,27.26,37.7359001180158
330630902,3190.08854960448,762.398916622241,23.9,369.5054825690841,48.47,66.5433342012571
330630903,3249.67284647088,874.218307994973,26.9,280.6922917595964,32.11,68.7597270919524
330630904,2708.21920669067,838.524352801348,30.96,343.576846644078,40.97,101.824235632089
330630905,2258.71228124007,623.787952892107,27.62,263.69251356191137,42.27,97.2439892143494
330631001,3224.19773537081,901.697776996343,27.97,328.0567547236741,36.38,74.3050802689941
330631002,1270.38671783085,428.00913097204,33.69,158.1456498643266,36.95,45.1371951218036
330631003,3356.10197048464,793.8066059560431,23.65,387.751684709051,48.85,81.277338336753
330631004,3821.65439961158,799.019146486823,20.91,333.68820342937244,41.76,50.8787552537784
330631005,2682.78457200919,577.107454678523,21.51,213.2018529397391,36.94,34.4484267651551
330631006,2184.56878996573,549.7493106317245,25.17,238.97336162364178,43.47,59.1300968897978
330631101,2395.63444045519,494.9073412333964,20.66,280.42280666062663,56.66,22.3288485692776
330631102,2289.34159794025,416.435227452492,18.19,280.531082588667,67.36,110.659686316794
330631103,2688.66909403473,260.29811601613864,9.68,137.5340806396016,52.84,15.5449311814856
330631104,2732.76171125548,438.8796974494809,16.06,249.0457024657788,56.75,64.6893652175998
330631105,2046.22259854696,269.7670047933127,13.18,128.76256421076408,47.73,3.37712897283307
330631106,2569.27968926295,250.0204414311513,9.73,146.0016422326745,58.4,24.1686571537355
330631107,2132.61046856351,140.255604206653,6.58,63.25687935806661,45.1,9.78416141841181
330631108,2902.02195955366,398.8094366093709,13.74,152.5812732286287,38.26,28.8276742495947
330631201,2565.19488788123,730.33533844934,28.47,277.2374543404207,37.96,94.9197128435407
330631202,2476.45450961922,749.075872983214,30.25,219.30450389358998,29.28,91.166232865386
330631203,2238.33368223356,621.893366520256,27.78,228.7618015055109,36.78,57.0900152989099
330631204,2583.27878018159,497.219805998996,19.25,231.6166383545943,46.58,62.9030908437633
330631205,1958.52935901595,594.883479808714,30.37,306.663245697125,51.55,86.469824043569
330631206,1754.82717788134,577.801249211997,32.93,211.4150286124477,36.59,56.4865112729117
330631207,2071.92049108322,562.696285823447,27.16,260.1907658358556,46.24,72.7392147351616
330631208,2390.65849859308,682.244991074976,28.54,288.6641023507792,42.31,47.3462478563342
330631209,2377.83117440281,337.17518471785775,14.18,167.4161716036384,49.65,24.1966681047164
330631301,3097.81039810363,592.1443508941265,19.11,304.447711657365,51.41,35.787814005253
330631302,2612.50550721311,701.181708764942,26.84,227.7507520935796,32.48,51.4544159953416
330631303,2180.65582855498,513.2218409998384,23.54,228.43407040742431,44.51,34.8348064784273
330631304,3092.35641508062,576.1445757461595,18.63,254.7278994184218,44.21,57.6938538764068
330631305,2349.50537637153,737.0088208156119,31.37,324.420428176985,44.02,108.100038085798
