IRIS,total_population,elderly_55_plus,pct_elderly_55,elderly_55_plus_alone,pct_elderly_55_alone
751135006,2552.93205387177,1057.9468047611579,41.44,354.5533136426249,33.51
751135007,3211.48178742656,1312.407685742694,40.87,449.9613169778309,34.29
751135008,1138.12702353892,476.3222698815024,41.85,133.3858342442419,28.0
751135009,1566.59325705071,468.3379522899174,29.9,188.2470967056899,40.19
751135010,2066.15671550329,832.465921041776,40.29,265.8573099481332,31.94
751135011,2375.78714887099,751.2221056429146,31.62,292.4579803552213,38.93
751135012,2747.27427747793,791.0030130767178,28.79,241.60530746650733,30.54
751135013,1917.36892321648,691.4286288486801,36.06,246.52161694344562,35.65
751135014,3088.98300858152,775.7780860342135,25.11,353.37799404519535,45.55
751135015,2067.23371089,409.62839134197657,19.82,89.10658766246046,21.75
751135016,1930.10429010046,308.7219934181443,16.0,114.54315349726491,37.1
751135017,839.777670428572,318.9961460942043,37.99,76.453617252924,23.97
751135018,1572.78134440505,633.7662279687078,40.3,204.80010848921322,32.31
751135019,3478.26357449476,893.384122437209,25.68,377.2969375772129,42.23
751135020,3125.33762038008,1094.714491696665,35.03,405.4226245908717,37.03
751135021,2356.06647199645,836.837491824101,35.52,451.4994894439684,53.95
751135023,1663.44200475947,822.200452095102,49.43,300.2736514148736,36.52
751135024,2072.58104164891,512.23755586191,24.71,220.3877969284982,43.02
751135025,1770.00839667587,903.6737746807651,51.05,373.39961184369724,41.32
751135026,1408.47844269752,482.52614495863827,34.26,179.52868594941992,37.21
751135027,2212.69989505033,988.483667383106,44.67,482.68396564535897,48.83
751135028,2167.81731949677,616.0170312131091,28.42,229.6309888255086,37.28
751135029,3221.47482993101,1361.691884934005,42.27,405.47274617240396,29.78
751135030,1552.74773188051,521.8910620290086,33.61,228.0525925110101,43.7
751135031,1891.46415216682,774.05617047848,40.92,364.93150347477103,47.15
751135032,370.514427289072,22.1089182892035,5.97,4.89091744229142,22.12
751135099,0.0,0.0,,0.0,
751135101,2629.80530603373,986.007115916515,37.49,393.7595379341336,39.93
751135102,2445.6969334874,653.6884905373099,26.73,181.1576828097044,27.71
751135103,2089.26168911328,694.927754478372,33.26,249.9488808821115,35.97
751135104,1905.16792587263,413.5976033265514,21.71,237.83120092696322,57.5
751135105,2527.57120961595,939.487989509289,37.17,314.564557535647,33.48
751135106,2780.06582903766,869.8858756846347,31.29,331.9848112381378,38.16
751135107,1889.25961143862,775.8777875283655,41.07,244.97374866469443,31.57
751135108,2576.31089473101,1051.542893197979,40.82,509.469541290915,48.45
751135109,2302.90812155492,908.642174344977,39.46,372.331891188818,40.98
751135110,3941.6518563574,1377.1006828848701,34.94,440.4320551267968,31.98
751135111,2306.16669117012,875.4981030062389,37.96,335.62661942150373,38.34
751135112,2795.97477665837,1054.208956755243,37.7,367.98200651173374,34.91
751135113,2054.30331386254,581.018358017596,28.28,245.6973384563605,42.29
751135114,2277.73434100815,720.747025340451,31.64,232.6083819307754,32.27
751135115,1564.63232278544,621.9209226586856,39.75,218.1494928069263,35.08
751135116,2378.70915147542,821.83716608397,34.55,398.3780451089099,48.47
751135117,1712.42161005134,404.0795995333878,23.6,240.9599096234341,59.63
751135118,1589.06079733723,645.533952831371,40.62,255.6311331617182,39.6
751135119,1516.57985968791,583.684470247166,38.49,232.95458103303412,39.91
751135120,1573.07339766911,778.2668328156886,49.47,322.2645770582937,41.41
751135121,1371.89893935156,455.5253602254644,33.2,197.0972851811079,43.27
751135122,2961.21381431694,947.8943309212569,32.01,308.25557420248754,32.52
751135123,1868.3887839311,432.41109962566867,23.14,170.9657934354021,39.54
751135124,2850.793383134,1094.2736561627871,38.38,389.6804827147689,35.61
751135125,2464.31854436492,711.907447114585,28.89,224.56786893646918,31.54
751135201,2934.38036580826,1004.547803197779,34.23,372.904088801658,37.12
751135202,1410.23075514429,631.324285496413,44.77,297.5794765688185,47.14
751135203,2502.64202517283,1039.170381572627,41.52,439.720160151189,42.31
751135204,2416.82760299226,969.1349124865379,40.1,319.1445784183651,32.93
751135205,2111.47401464539,905.9707037302221,42.91,366.292412669162,40.43
751135206,3257.16706447446,1354.560875330148,41.59,456.53924909328697,33.7
751135207,2607.30588670725,768.422758697025,29.47,383.24232885558104,49.87
751145301,1366.59854575859,500.128842398323,36.6,169.56095927028508,33.9
751145302,1449.12835895888,517.16638402125,35.69,150.16472693842542,29.04
751145303,1575.23561056949,442.819697059263,28.11,249.60904200622542,56.37
751145304,1307.04565578959,423.2544710777758,32.38,184.2759332349774,43.54
751145305,1778.4807836257,766.3049464522279,43.09,335.3863077279998,43.77
751145306,1713.86971268975,596.089742914164,34.78,244.2393883469793,40.97
751145307,1576.25680670799,587.546834938064,37.27,279.2393221575916,47.53
751145308,1364.80977331241,491.7992649285618,36.03,260.9737985135182,53.07
751145309,1686.26791990108,697.9236216560471,41.39,290.10052252070363,41.57
751145310,1674.0574158338,756.437104843118,45.19,227.9879789224169,30.14
751145311,49.510771236885,7.072967319555,14.29,7.072967319555,100.0
751145401,5653.35799672615,62.29572371971624,1.1,15.0936628940634,24.23
751145402,3338.1674609597,1190.6186183584741,35.67,484.547516425277,40.7
751145403,2936.29934249313,1075.451499968769,36.63,319.6947108347426,29.73
751145404,1793.81445455136,510.1663267684208,28.44,233.4746137250212,45.76
751145405,2785.99035746318,1192.261132172096,42.79,456.090231073996,38.25
751145406,3378.55355745752,1091.3408808438098,32.3,435.864366682129,39.94
751145407,239.950190056077,51.736421263546,21.56,21.783756321493,42.11
751145501,1931.79883347779,671.151504540233,34.74,196.18831302271508,29.23
751145502,2688.06437646956,647.3053742145503,24.08,184.99552239905978,28.58
751145503,2138.33396545951,745.6403333640731,34.87,278.1844186724644,37.31
751145504,2353.49419254941,671.355869257909,28.53,304.2764091088237,45.32
751145505,3126.49701080651,1214.124282214458,38.83,399.6547950129401,32.92
751145506,2075.68609920767,741.1489749685941,35.71,303.022179160227,40.89
751145507,1552.79351124861,543.8810786205499,35.03,253.32334961472668,46.58
751145508,2737.65316331251,1013.348388155405,37.02,373.903237902751,36.9
751145509,1559.33600039785,541.3110811316212,34.71,176.1718112849964,32.55
751145510,1712.8971768916,581.879294085114,33.97,256.0438946273925,44.0
751145511,1617.59937646964,663.60617451391,41.02,272.0586320388601,41.0
751145512,1789.74041980508,873.55664311803,48.81,418.2354210610748,47.88
751145513,2350.39134518605,824.878288283852,35.1,421.226258456409,51.07
751145514,1444.00021168717,448.49055307235903,31.06,184.6378650383845,41.17
751145515,2529.80356452585,750.7084207589189,29.67,260.8410010506025,34.75
751145516,2124.03646676426,598.052756091666,28.16,200.4696149866157,33.52
751145601,1696.66040497279,543.1174946479899,32.01,231.5418906219644,42.63
751145602,1383.58229456078,527.874753510732,38.15,218.2012278804114,41.34
751145603,2082.55915052752,924.619461315538,44.4,337.2473834767848,36.47
751145604,1732.26091871476,647.2783553584698,37.37,312.2727835191055,48.24
751145605,2153.59578231007,884.002759602906,41.05,336.5241755440879,38.07
751145606,2445.34969988255,694.897396882584,28.42,290.5644953580687,41.81
751145607,2954.89659237548,1110.306216128086,37.58,276.8375869433658,24.93
751145608,1849.39028482959,565.6343590568949,30.58,263.4814436641621,46.58
751145609,2122.87816869918,876.131200757459,41.27,295.2249002447356,33.7
751145610,1968.98909956638,819.015259182622,41.6,333.6584019238657,40.74
751145611,1500.60650962743,558.7804484605057,37.24,229.9483139474739,41.15
751145612,1844.68343090123,762.861452240682,41.35,457.680782702947,60.0
751145613,1975.70842265827,658.315609993841,33.32,363.9421733593808,55.28
751145614,1676.06991038661,375.79874784716736,22.42,224.3084308503447,59.69
751145615,1936.85372089654,555.409665899384,28.68,282.6069448963194,50.88
751145616,2584.07535400036,769.261206305255,29.77,279.021092988626,36.27
751145617,2001.17374289276,926.569397851316,46.3,241.4710185889332,26.06
751145618,2479.42133629588,861.498302249707,34.75,328.1163275438988,38.09
751145619,1734.38414186369,611.6547360612734,35.27,207.0508328783951,33.85
751145620,2121.35052283316,671.1343395222531,31.64,341.4009628622471,50.87
751145621,1803.57831461303,501.6111396269123,27.81,239.0952457992357,47.67
751145622,1438.69601533937,424.3854656867584,29.5,208.86845662278768,49.22
751145623,3124.51263042799,1073.4558989514699,34.36,386.0584160752383,35.96
751145624,2232.27022168024,981.909898428818,43.99,359.1456356399991,36.58
751145625,1759.87689783617,411.00885774431686,23.35,172.2149787981439,41.9
751155701,3568.8344201594,1309.307821329401,36.69,514.917175807188,39.33
751155702,1272.68247702167,338.7426777172239,26.62,173.55074761095568,51.23
751155703,3240.99342795521,1131.448980408429,34.91,508.8689333157308,44.97
751155704,2161.80050981081,823.661803501078,38.1,351.128685656198,42.63
751155705,3333.87350702048,1237.1526150391592,37.11,554.266631857296,44.8
751155706,1884.63648677926,637.630013566097,33.83,264.62168812983293,41.5
751155707,2055.33201805208,595.661887930834,28.98,214.9243527748765,36.08
751155708,3356.50574961495,1094.177232225964,32.6,422.301933708322,38.6
751155709,2836.30322307693,665.169546725868,23.45,297.4002387999351,44.71
751155710,3733.97631128818,1351.286047774243,36.19,535.323747076441,39.62
751155711,1713.47255827161,495.63653371983605,28.93,214.7880287030262,43.34
751155712,2055.89399478907,599.446444261006,29.16,266.6943101030916,44.49
751155713,1536.23957712931,438.960759889212,28.57,178.6869231568083,40.71
751155714,1731.14834902686,428.1199086034194,24.73,177.31194061321662,41.42
751155715,3393.15852386574,1043.234881644865,30.75,315.796775303114,30.27
751155716,2374.97993451037,679.571049292608,28.61,327.90067318289033,48.25
751155717,2177.9672859792,862.193330670226,39.59,373.802262212734,43.35
751155718,1811.69452380098,589.5097657665519,32.54,372.07071013556197,63.12
751155719,2011.74200386887,672.977857371101,33.45,287.8553042129622,42.77
751155720,1774.47236550415,575.4917982972257,32.43,269.44733864547646,46.82
751155721,1555.55544408972,552.4325677844199,35.51,229.7432683451932,41.59
751155722,2850.39631685984,1150.294613464843,40.36,462.397132965212,40.2
751155723,2386.39823806671,790.1753238489939,33.11,366.335694553744,46.36
751155724,2527.85288460229,697.609273058508,27.6,316.9246887421349,45.43
751155725,2208.73148928371,713.111868581679,32.29,243.1808681158588,34.1
751155726,2487.10884182246,881.272006993881,35.43,335.3315857987248,38.05
751155727,2382.47772286568,886.774237381642,37.22,388.2973103843832,43.79
751155728,1599.72616094588,577.079665833362,36.07,236.13364118461323,40.92
751155729,2654.21876608907,847.908926083747,31.95,382.58742457132666,45.12
751155730,2127.55168020696,921.822216469089,43.33,428.055795428017,46.44
751155731,2239.65341056532,974.168512428862,43.5,468.565183151117,48.1
751155732,0.0,0.0,,0.0,
751155733,0.0,0.0,,0.0,
751155801,2608.70423365023,1011.141591697452,38.76,407.6001890700753,40.31
751155802,2425.3926076913,986.332684527262,40.67,379.38596132961214,38.46
751155803,3076.12813841234,1030.050551224577,33.49,459.78919796560797,44.64
751155804,2144.81799047417,781.77990384097,36.45,264.0658039650202,33.78
751155805,1799.06324811409,639.278810454534,35.53,437.187669600445,68.39
751155806,2798.0322844452,876.927861764283,31.34,379.259801667953,43.25
751155807,2531.13457511765,791.5655603199491,31.27,287.7158145391986,36.35
751155808,1796.19544718356,694.030833086504,38.64,274.9019855559597,39.61
751155809,3033.5434724973,1203.763906594049,39.68,391.19237259858505,32.5
751155810,4454.32512751713,1468.567621953973,32.97,728.955420082963,49.64
751155811,1678.42367690619,554.0783189470881,33.01,260.09265135176304,46.94
751155812,1753.32481355855,638.8458811560361,36.44,217.0557230342711,33.98
751155813,1662.70206332187,663.0894892516919,39.88,204.17682985696138,30.79
751155814,1724.61720304852,701.068745212366,40.65,198.8573605213071,28.36
751155815,2040.33878948991,726.964862883623,35.63,284.599253010234,39.15
751155816,1810.62533959897,501.4026661640914,27.69,297.3008782975191,59.29
751155817,2034.79399238221,669.1258208313118,32.88,284.8094548717535,42.56
751155818,1093.29332182662,288.5623722872255,26.39,119.1405809764853,41.29
751155819,0.0,0.0,,0.0,
751155901,2086.01788330561,584.703375080995,28.03,248.1972783228287,42.45
751155902,1504.39023447602,418.59516811164474,27.82,192.1092049355213,45.89
751155903,2154.24361594239,815.525135584861,37.86,271.257431122319,33.26
751155904,2075.58868281606,717.510531472611,34.57,260.1327624281695,36.25
751155905,2155.96144298895,676.14213168852,31.36,223.3498254307919,33.03
751155906,2215.13220529743,740.4463826914789,33.43,293.2378661201875,39.6
751155907,2215.96925114846,762.433904496777,34.41,254.86886492929978,33.43
751155908,3038.8451780932,1258.053784603788,41.4,449.162815069987,35.7
751155909,1939.06312409965,506.594690906285,26.13,267.70414662262607,52.84
751155910,1932.02386322753,512.5868883947506,26.53,229.274504634729,44.73
751155911,2299.21692462168,626.52107911148,27.25,231.52127569285528,36.95
751155912,2933.10202466971,743.085740632423,25.33,359.5987975685399,48.39
751155913,2158.5858608828,730.2573919103299,33.83,222.50334865026701,30.47
751155914,1632.87174766312,612.0440428065181,37.48,236.8011987513566,38.69
751155915,1833.8373801241,600.686699267582,32.76,251.7276811595553,41.91
751155916,1909.66308946727,686.0962274724988,35.93,205.60610936214198,29.97
751155917,2626.16696515688,843.6284581566099,32.12,301.29788873337,35.71
751155918,2824.69882905196,999.81884623843,35.4,414.01844092398403,41.41
751155919,2015.18939003478,677.670699439067,33.63,302.2145215602365,44.6
751155920,373.133716193636,149.63749493042852,40.1,67.938447276374,45.4
751155999,0.0,0.0,,0.0,
751156001,2378.69233207188,707.6711577136335,29.75,295.0587462426243,41.69
751156002,1901.00433331723,606.99235087052,31.93,328.4062621405206,54.1
751156003,2232.97542918137,671.902614067229,30.09,312.8336674076847,46.56
751156004,2919.08821574437,899.72767298973,30.82,452.993846810587,50.35
751156005,2483.5922163521,882.7113019856099,35.54,337.7006536087293,38.26
751156006,1565.86587805802,509.814886362018,32.56,214.7349645005894,42.12
751156007,2344.91443898525,825.930666519499,35.22,307.10051897408505,37.18
751156008,1377.87964387826,522.9099964531591,37.95,158.8609547972975,30.38
751156009,1283.59689534592,537.056347692912,41.84,285.7495041839367,53.21
751156010,2315.02978556436,696.1889050196766,30.07,157.4257497103165,22.61
751156012,3475.3540268849,1181.167160550583,33.99,490.479075100084,41.52
751156013,1954.33356024924,572.658590017489,29.3,204.38516648849048,35.69
751156014,2727.88981729928,1169.750858261328,42.88,554.3606259185766,47.39
751156015,1471.38278491653,599.8273977502854,40.77,294.1960980608524,49.05
751156016,2056.52815294013,694.295732248863,33.76,277.3650556106056,39.95
751156017,1708.68344184016,514.319809310657,30.1,226.2732194139031,43.99
751156018,2487.43388903669,704.763156739479,28.33,288.9211334511057,41.0
751156019,3357.90790111,1042.663177944716,31.05,417.23472904048,40.02
751156020,2997.99686461195,958.109545097919,31.96,414.08779074801896,43.22
751156021,104.128165891304,24.296572041304273,23.33,3.47093886304347,14.29
751156022,727.395390414185,178.68012791693081,24.56,38.77080134219925,21.7
751156023,0.0,0.0,,0.0,
751156099,46.9999616082048,7.99999346522634,17.02,0.0,0.0
751166101,2058.49825851558,875.167552698423,42.51,309.3966393825875,35.35
751166102,2281.03780870562,861.1033546551901,37.75,386.55504225634803,44.89
751166103,1727.32938712327,596.536370999804,34.54,254.1995691234066,42.61
751166104,1692.28310404432,738.357864989143,43.63,324.9932584300878,44.02
751166105,1880.9916611861,821.233639784244,43.66,279.9587986069484,34.09
751166106,2458.74461622301,1163.520225881096,47.32,422.694025080495,36.33
751166107,2828.13278791767,1143.0381289534548,40.42,365.82041486338,32.0
751166108,1664.26875454551,744.116556668538,44.71,365.271153148058,49.09
751166109,2221.34724303474,788.248001634182,35.49,297.190181486796,37.7
751166110,1995.68477978424,738.986036781476,37.03,346.020812131924,46.82
751166111,1730.97507483352,778.455919337417,44.97,327.52991773066196,42.07
751166112,1728.54929161438,732.182422064397,42.36,152.7318046277599,20.86
751166113,1591.49645038724,725.992431589349,45.62,266.8543249575851,36.76
751166114,1821.81047748375,518.305431033211,28.45,230.974594719464,44.56
751166115,2959.96871536831,1188.758476398554,40.16,473.30085905369003,39.81
751166116,1563.0780448525,683.979078847259,43.76,124.0265070589211,18.13
751166117,2046.70206567821,938.9988579911831,45.88,402.119899581622,42.82
751166118,2135.85565799565,983.429480545411,46.04,260.6144994474622,26.5
751166119,1593.83524377865,688.8632392825441,43.22,287.5226808629489,41.74
751166120,1608.36728196679,654.08893609466,40.67,244.115311387357,37.32
751166121,2422.04346185279,932.6053242101991,38.5,342.2768099999271,36.7
751166122,2414.61323691822,936.109578575961,38.77,299.00786873802497,31.94
751166123,2081.98245675201,964.167232576964,46.31,293.143731936797,30.4
751166124,1638.56010531269,815.4648319160631,49.77,346.149159916893,42.45
751166125,1879.35759796724,844.581113185587,44.94,277.098876955629,32.81
751166126,2502.35783489314,983.7027083552081,39.31,253.64264082509447,25.78
751166127,2668.10206100693,1060.374974156209,39.74,369.87930163604733,34.88
751166128,2279.42048829133,946.0944332351469,41.51,313.664115469637,33.15
751166129,1513.02143176874,631.517110828773,41.74,222.4979396340313,35.23
751166130,1763.56575035107,758.520580513024,43.01,341.139586222359,44.97
751166131,40.0359670569598,7.023930734526711,17.54,0.0,0.0
751166177,110.576621155039,26.2245919545323,23.72,0.0,0.0
751166199,0.0,0.0,,0.0,
751166201,1390.83622291222,498.157122900686,35.82,210.0350007908125,42.16
751166202,1839.24254354549,682.829126331515,37.13,280.0355420018252,41.01
751166203,1732.99559596498,798.3305449433981,46.07,232.085819250622,29.07
751166204,1991.06052283279,740.630144573987,37.2,255.2565261714193,34.46
751166205,1594.25457206527,708.700065065294,44.45,223.30899295787168,31.51
751166206,1470.61782394036,633.724232544038,43.09,235.5881902100212,37.18
751166207,1323.77751306536,660.980388828568,49.93,164.30226219476418,24.86
751166208,1927.63901153588,888.7938216164459,46.11,249.07940695085142,28.02
751166209,1822.98686351569,783.149750130131,42.96,198.9558169284307,25.4
751166210,1439.24271060776,615.690346221692,42.78,234.31387273154712,38.06
751166211,1934.47123758602,759.587001189651,39.27,302.0436977510505,39.76
751166212,1721.40849089591,592.626850103634,34.43,247.228559740506,41.72
751166213,2026.43543229881,834.272101982903,41.17,253.1820521571587,30.35
751166214,1696.40477737169,618.769977395189,36.48,182.3658277994149,29.47
751166215,2123.07070799508,741.702398408461,34.94,230.7134248567724,31.11
751166216,1661.66024939503,652.984341677581,39.3,247.1446050332786,37.85
751166217,2201.98453848307,1022.899321988256,46.45,304.863643525626,29.8
751166218,2094.38133904519,838.121944473248,40.02,250.532169970454,29.89
751166219,2371.22198954463,806.876775889503,34.03,225.1700541374601,27.91
751166220,2098.89726842424,848.3182454058131,40.42,305.2051252703958,35.98
751166221,1508.13038952477,640.3845367400941,42.46,143.82501391241868,22.46
751166222,0.0,0.0,,0.0,
751166223,81.1257294647769,41.73842550577993,51.45,12.029915572128282,28.82
751166277,174.958323641925,46.3928598725212,26.52,2.72678251488926,5.88
751166299,0.0,0.0,,0.0,
751166301,1971.17895314844,739.023080798573,37.49,223.3613262981999,30.22
751166302,2854.42895270987,1156.402597021655,40.51,412.129899301007,35.64
751166303,2145.05241522674,925.770899745788,43.16,271.40464732997896,29.32
751166304,2735.18462414067,1127.250003853635,41.21,419.49063619641,37.21
751166305,1657.49616421439,672.409673831482,40.57,230.7559786584107,34.32
751166306,2260.63530654495,853.19481978235,37.74,209.7270877199347,24.58
751166307,1991.74826774671,877.494984402638,44.06,269.850977358994,30.75
751166308,2321.5709762043,795.1745362591221,34.25,251.93404627053383,31.68
751166309,1405.40714921343,527.9976826055376,37.57,186.6122357550754,35.34
751166310,1246.76555229176,542.3776197622532,43.5,183.93591491828363,33.91
751166311,1295.37213492364,532.3821524665232,41.1,118.7420409279062,22.3
751166377,203.700962889876,83.0393011143376,40.77,20.57275769135805,24.77
751166401,1208.18964486821,530.023705278408,43.87,178.78650552844852,33.73
751166402,1742.74711957604,703.714868897707,40.38,216.4907204308291,30.76
751166403,2278.88822880671,842.8992255522701,36.99,259.4316227464626,30.78
751166404,1804.30277178918,578.8408267043976,32.08,216.4323032558834,37.39
751166405,1984.53657878971,521.207411528385,26.26,155.3100031636892,29.8
751166406,1567.35592066521,638.838852449226,40.76,267.794251058799,41.92
751166407,2822.37376653554,1142.885388747493,40.49,361.036352428883,31.59
751166409,1942.37194726544,753.505586768779,38.79,255.3104238306135,33.88
751166410,83.9942435166095,36.2684168270397,43.18,11.41822575354292,31.48
751166411,289.833041156591,128.0624060260049,44.18,48.51565790097233,37.88
751166412,645.13481220325,263.7082125485145,40.88,92.0243070923479,34.9
751166413,151.463412738266,60.820320337179844,40.16,17.90254985508154,29.44
751166499,0.0,0.0,,0.0,
751176501,3097.81391201997,904.506647903693,29.2,342.0647248881198,37.82
751176502,1932.93426038521,651.921998653843,33.73,204.7000300951207,31.4
751176503,1527.97461984202,419.3640758179929,27.45,199.9031884597278,47.67
751176504,2541.63879251192,872.121732139723,34.31,280.2129004624261,32.13
751176505,1609.92822499156,742.753630988886,46.14,301.136292484794,40.54
751176506,1817.99047794293,679.5597191622579,37.38,278.5642687357631,40.99
751176507,2069.21563077277,704.487410254606,34.05,261.0335650358743,37.05
751176508,2715.46558809002,1054.096281802857,38.82,461.724892292445,43.8
751176509,1491.88283770446,573.4370474806763,38.44,189.9011438991098,33.12
751176510,2472.71560342093,839.410372005845,33.95,330.27376263994597,39.35
751176511,1857.67803530136,487.3754041459551,26.24,205.9118178218809,42.25
751176512,2181.26886415857,665.531861285335,30.51,258.8958453317939,38.9
751176513,1363.10594566189,378.29661113195914,27.75,155.6325076316059,41.14
751176514,1796.96863082523,674.3283209971011,37.53,305.5586328859322,45.31
751176515,2995.36310101512,1150.277401547047,38.4,477.672781328994,41.53
751176516,4.00000131065016,0.0,0.0,0.0,
751176601,1779.47033049694,585.2931865541967,32.89,178.2034983776231,30.45
751176602,2462.0414596668,858.815533234369,34.88,262.074893510863,30.52
751176603,2653.66424611762,966.499899601969,36.42,303.3896710199891,31.39
751176604,2011.7478640107,813.885590881057,40.46,201.8244171591408,24.8
751176605,1353.59424182061,402.3432807142052,29.72,136.18312979733798,33.85
751176606,1826.0053243694,727.745600587651,39.85,153.5723401881583,21.1
751176607,1468.73499531124,494.5582244789296,33.67,132.3519902817053,26.76
751176608,1377.27917840784,536.482489266079,38.95,130.2048403269474,24.27
751176609,1823.60628679928,811.250984919809,44.49,244.94688179701188,30.19
751176610,2021.35586566745,818.535586789453,40.49,152.89286185839268,18.68
751176611,2196.7260292152,851.2836389711771,38.75,245.1926956888546,28.8
751176612,2420.48373852692,918.196339696595,37.93,274.959506956366,29.95
751176613,1870.96638702108,752.745468182366,40.23,207.7152215930843,27.59
751176614,2347.37351439943,1021.475265473179,43.52,527.108765815599,51.6
751176615,3068.13990361237,1171.193285058421,38.17,435.789693204215,37.21
751176616,2119.60468157441,871.7755303309,41.13,279.2443554835628,32.03
751176701,1934.26736613582,396.0373010634656,20.47,205.03758637154118,51.77
751176702,1986.73414017124,499.15780966214476,25.12,170.2427234760133,34.11
751176703,1607.41424268989,376.6620620114668,23.43,203.1295343718129,53.93
751176704,2036.55808572507,448.67756562255994,22.03,168.8541191692149,37.63
751176705,1559.69761725188,469.5751170006105,30.11,227.5785257537343,48.46
751176706,1850.01430169226,473.2635905706931,25.58,252.1542695546282,53.28
751176707,1681.90960179958,417.9621890550999,24.85,156.9681593540816,37.56
751176708,2065.60411562773,502.39034703817003,24.32,227.62641397181022,45.31
751176709,1877.30954642903,442.1148721892254,23.55,191.436334241415,43.3
751176710,3229.09885061819,740.9623413019921,22.95,336.517789821366,45.42
751176711,1889.08399552069,437.5299255175662,23.16,188.7221459605038,43.13
751176712,1571.79586583501,361.1091635277982,22.97,169.184583838769,46.85
751176713,2055.88523073059,513.0595060969848,24.96,195.9627846856385,38.19
751176714,6913.2826036057,1885.919822839195,27.28,640.4208793503876,33.96
751176715,2092.98815919402,699.447797495494,33.42,207.46021468439872,29.66
751176716,1716.68636891193,623.2601418416685,36.31,247.73819302918298,39.75
751176801,2412.64473583687,501.11171785207193,20.77,217.5226114608758,43.41
751176802,2758.12566096483,753.0397723606451,27.3,347.1803887916926,46.1
751176803,2279.20299017732,538.7099540056449,23.64,266.219467584308,49.42
751176804,1957.58395016531,509.58428555076597,26.03,329.4572755650679,64.65
751176805,1543.82662631745,287.28676779212003,18.61,152.8770025515986,53.21
751176806,4174.30161440409,1149.712459951851,27.54,419.680235551486,36.5
751176807,2322.33570990438,515.3346840690167,22.19,209.24411500322242,40.6
751176808,2375.87543084719,559.121205780316,23.53,197.2378339756684,35.28
751176809,1875.67509030772,557.334311502101,29.71,233.83297701233568,41.96
751176810,1739.30702442776,556.933251976275,32.02,305.33821509696054,54.82
751176811,2096.64860420785,549.481253892126,26.21,249.4528792400431,45.4
751176812,1809.32295068165,317.7508069693015,17.56,178.91965330115752,56.31
751176813,2305.411995107,735.6436029464011,31.91,384.30864147571305,52.24
751176814,2422.0080306005,800.132677222732,33.04,398.5962413876116,49.82
751176815,1928.44884599214,618.9298401349686,32.09,294.7393718326701,47.62
751176816,2352.01858645168,942.084189543539,40.05,368.3461998615652,39.1
751176817,1424.00106389016,566.748680682545,39.8,180.6612437992594,31.88
751186901,2253.147568935,514.0188033271997,22.81,255.2456310404925,49.66
751186902,1815.30898270467,493.47910536538944,27.18,286.1127524784495,57.98
751186903,1755.33343168472,561.9673258389271,32.01,312.4968254220226,55.61
751186904,2539.21363835721,518.5963640622342,20.42,228.82704410206682,44.12
751186905,2086.67951831975,590.5397158548712,28.3,275.4632075002317,46.65
751186906,2290.01642040887,693.9978740174028,30.31,369.59749228296977,53.26
751186907,2956.47220896565,1012.009434250397,34.23,463.3689883078221,45.79
751186908,1767.87589691668,556.3301540774971,31.47,243.9680462879673,43.85
751186909,1463.87157844974,477.6829205167412,32.63,228.2995552581464,47.79
751186910,2121.52987680895,719.4664849344149,33.91,233.2904184057594,32.43
751186911,1557.47657384843,557.73939199845,35.81,269.8717061887042,48.39
751186912,2242.84109939823,693.651435264523,30.93,259.87714279614477,37.47
751186913,1572.68771322167,468.921540288454,29.82,200.7542518918349,42.81
751186914,1729.08290095644,516.3207653081043,29.86,206.1828761242415,39.93
751186915,1732.30307899773,677.796225043215,39.13,247.740240127108,36.55
751186916,2364.09474659296,954.125715406801,40.36,449.111708730479,47.07
751186917,1727.58918284012,555.434085060081,32.15,306.1121202367503,55.11
751186918,2867.66034792166,733.9025075690711,25.59,429.08508830983084,58.47
751186919,2889.30889864521,682.309914094684,23.61,367.3006952140265,53.83
751186920,1811.84820480523,401.8458823095957,22.18,243.6701865880005,60.64
751186921,1738.30917842882,434.65737877540835,25.0,193.1644902009229,44.44
751186922,2144.08714290543,898.486583792609,41.91,356.01560141406037,39.62
751186923,3372.74323333583,1088.7063312767739,32.28,473.816876768665,43.52
751186924,2699.6169869658,870.4062177543931,32.24,325.4198591268806,37.39
751186925,2698.7849667209,893.6566655384349,33.11,221.9838084291283,24.84
751186926,2034.48339651772,819.2727333540934,40.27,287.4460252321994,35.09
751186927,1681.98994376865,760.3468456016067,45.21,305.6567377235112,40.2
751186928,1921.90326457619,824.814376755867,42.92,292.7569866706695,35.49
751186929,272.087141698736,77.73918334249593,28.57,12.9565305570827,16.67
751187001,2804.9168245754,656.6990588812587,23.41,315.7848607270846,48.09
751187002,1951.83981904242,522.4484047054743,26.77,296.9735955983081,56.84
751187003,1725.07869354046,539.6145122896,31.28,190.0235275979591,35.21
751187004,1534.77075848293,423.9582659336226,27.62,237.528350101304,56.03
751187005,1848.22340072859,409.5616800027025,22.16,188.0689552888106,45.92
751187006,1906.74952820498,542.788507161561,28.47,223.835202501128,41.24
751187007,1635.39616118446,344.94829371833777,21.09,146.162878793132,42.37
751187008,1208.27284712747,415.9636080196484,34.43,222.5534582355616,53.5
751187009,2538.2253453878,774.8049957579443,30.53,361.3350477163145,46.64
