IRIS,total_population,elderly_55_plus,pct_elderly_55,elderly_55_plus_alone,pct_elderly_55_alone,elderly_80_plus_alone
441090101,4561.00811814672,1334.144641406935,29.25,539.156235082399,40.41,172.832189589266
441090102,1668.27242370626,476.682510774089,28.57,190.6658162512594,40.0,75.7770754226754
441090103,4413.23102251821,777.593976881348,17.62,330.8723501650395,42.55,70.7229293807985
441090104,2413.49174299307,793.655020845586,32.88,307.143293314637,38.7,82.358499925702
441090105,1695.5532548643,402.9701660062037,23.77,152.90258010911708,37.94,39.6348641933521
441090106,5504.48057778405,771.43351553022,14.01,340.27937146829186,44.11,58.6269450256419
441090108,3516.12573926756,403.9787164686161,11.49,217.34488967589562,53.8,32.7844379795876
441090109,2173.50966430887,405.2542639506447,18.65,213.3921099379943,52.66,33.0980732746723
441090201,1441.30273164533,560.5878537548475,38.89,159.56318974228782,28.46,23.6910168577348
441090202,2381.09405898746,593.9837207125263,24.95,252.2569748559439,42.47,46.4773264622479
441090203,3065.992872437,773.71602527202,25.24,318.87548947734,41.21,111.223514706264
441090204,2172.93635784115,654.4063870124863,30.12,244.39615100771888,37.35,16.0976912102639
441090205,2583.80846214922,1021.654928939226,39.54,303.3978631596709,29.7,76.2669695121039
441090206,3392.70963541851,926.82692430827,27.32,387.0175567275412,41.76,55.0976940994272
441090207,2734.62654043459,739.3653121020141,27.04,266.0635843697662,35.99,54.2531141633282
441090208,1917.97567220044,518.119066518292,27.01,176.57878472513082,34.08,29.1956853281708
441090209,438.821638525414,79.03984277730238,18.01,53.52771171370669,67.72,7.61834700874819
441090301,4135.01170057853,1342.030635848226,32.46,425.094029636228,31.68,88.198127108471
441090302,2139.68576908818,825.8491816189651,38.6,290.9948362756112,35.24,90.6248854746082
441090303,3731.73414141068,1008.8697037806251,27.03,466.3171192408209,46.22,74.0148740959349
441090304,1620.97603528019,461.3531977609748,28.46,153.667475317943,33.31,24.684519955561
441090305,3966.91134530662,1467.516766653032,36.99,572.452883046264,39.01,180.171505752947
441090306,4994.30638423994,1434.3374586078892,28.72,585.4328627816719,40.82,152.220036412249
441090307,1862.96257316732,495.1233406797261,26.58,208.9631955010163,42.2,34.7273225438923
441090308,2602.94976955232,945.0795018012159,36.31,341.14283187989514,36.1,78.4740895706751
441090309,1712.6488727879,535.139957833735,31.25,218.5726717576428,40.84,79.1423884208788
441090311,2449.6194273985,662.263152506941,27.04,247.2482233545351,37.33,34.6071041170161
441090312,1887.14639060037,313.4800231778847,16.61,187.9431310736876,59.95,68.5268598954146
441090401,3516.12739963583,1351.34743961832,38.43,658.328055170973,48.72,220.291931591932
441090402,4944.65639583403,2001.905431111963,40.49,678.583698272124,33.9,225.146972645385
441090403,2402.90010504372,656.080716210717,27.3,250.1907436371545,38.13,55.4774058440025
441090404,3495.63334150326,741.3403649225379,21.21,278.8296701996321,37.61,38.7030567571961
441090405,2074.64964431714,592.002551163197,28.54,189.82655999689212,32.07,17.6973639955201
441090406,3311.89171839839,1014.403046153591,30.63,478.44359051684205,47.17,193.834869141788
441090407,2601.00779023567,690.831588070189,26.56,245.0730072777315,35.48,75.3288968478675
441090408,3057.11903460277,775.347481031376,25.36,335.562309631198,43.28,131.104337300911
441090409,3345.37739381842,1064.959997260555,31.83,422.209995571949,39.65,114.149350650908
441090410,3040.49621907985,724.1373755927789,23.82,190.2277436355326,26.27,43.0146255850886
441090501,2232.03481662152,481.36843802642903,21.57,138.8533993394306,28.85,21.6470897491976
441090502,3255.34822149446,995.324820951666,30.58,440.2027172842789,44.23,90.0326920211529
441090503,1596.42095537381,532.123621397756,33.33,156.2914196442582,29.37,31.3265875568542
441090504,3601.5005551571,694.3687366006063,19.28,336.1271150736356,48.41,48.8663424565046
441090505,3543.69521847113,1008.2056095213679,28.45,325.3452926779605,32.27,70.9229762978595
441090506,2910.56002791532,750.954905370413,25.8,317.73189063209395,42.31,49.12242578375
441090507,2737.54476591557,276.1182445316806,10.09,144.94046834668958,52.49,8.82312809702259
441090508,3456.33667171512,780.711416947554,22.59,301.864039770822,38.67,109.242532421093
441090509,3494.23596263188,742.5376876312059,21.25,322.0144415133112,43.37,88.4832153738772
441090510,2918.06479096111,868.534976308629,29.76,283.663727566047,32.66,123.66190924513
441090511,2427.66152787442,642.65387103297,26.47,249.7022651901365,38.85,49.0632661316715
441090601,2253.31407809632,247.7552511349072,11.0,125.74190615977234,50.75,8.95585321734635
441090602,5752.08453529643,746.1488958741361,12.97,422.6872152556317,56.65,62.3259647358897
441090603,5864.21651114995,1459.0600598367068,24.88,782.571959661121,53.64,141.620790258552
441090604,5999.746691359,1467.5943075283,24.46,732.7406659536421,49.93,152.499329643894
441090701,1574.86421554245,377.8716916154772,23.99,181.6371663674048,48.07,22.1105106004838
441090702,3084.6845420801,849.822898724425,27.55,391.94432804235066,46.12,62.8816185554297
441090703,3710.77813779364,1351.763640800607,36.43,540.466781964996,39.98,162.14793666919
441090705,3316.82686380848,911.4728404314451,27.48,503.955669349872,55.29,144.283235060956
441090706,2491.38585315812,999.3709569800179,40.11,432.213650587486,43.25,126.888920526105
441090707,2095.66796400491,882.636123843926,42.12,438.165789049491,49.64,120.886648539836
441090708,3017.4464165829,1075.079773117531,35.63,435.135053014878,40.47,122.605196485737
441090709,1639.75168331286,531.633590404864,32.42,188.50134160214049,35.46,61.4112160616615
441090710,1235.4550271224,284.4939637100488,23.03,78.2181223607065,27.49,19.2746723926176
441090801,3696.09276285551,1180.252989902689,31.93,425.566000487449,36.06,86.873415316288
441090802,1140.70065761703,318.0215150016352,27.88,82.1453868615458,25.83,15.216198402925
441090803,3449.41510489035,1003.258395328314,29.08,363.2895196141774,36.21,50.4999574988134
441090804,1750.44081081192,538.2880160536746,30.75,305.60252491962126,56.77,59.6715633546973
441090805,1676.57784270956,166.9444841633047,9.96,38.5319827137523,23.08,0.0
441090806,1744.95711579487,497.266407738117,28.5,172.0784371926627,34.6,46.7980671791417
441090807,2208.02573893871,696.7916544343591,31.56,331.2970635565333,47.55,80.9708427245123
